wds_id,wds_dd,wds_comp,wsi_ra_deg,wsi_dec_deg,wsi_date,wsi_filter,wsi_sep,wsi_sep_e,wsi_pa,wsi_pa_e,wsi_dm,wsi_dm_e,wsi_dm_flag,wsi_nav,wsi_avg,sb_id1,sb_id2,sb_flg1,sb_flg2
20228+5325,STF2681AB,AB,305.7042,53.4172,2021.7016,V,6.7752,0.0284,38.95,0.2,3.5,0.5148,*,2,1,Gaia DR3 2184841484003227136,Gaia DR3 2184841484003228288,.,.
20144+8032,STF2694,AB,303.6083,80.5317,2021.7016,V,4.2101,0.0077,344.64,0.11,4.2,0.0,*,1,1,Gaia DR3 2292242363913579392,,.,$
20144+8032,STF2694,AB,303.6083,80.5317,2021.7972,y,4.252,0.0241,343.82,0.32,3.4,0.0,*,1,1,Gaia DR3 2292242363913579392,,.,$
20335+0527,STF2696AB,AB,308.3792,5.4419,2020.6832,y,0.4917,0.0003,296.27,0.04,0.3,0.0,:,1,1,Gaia DR3 4245690075360952960,,.,$
20370+1203,STF2701,AB,309.2417,12.0486,2021.6852,y,2.0537,0.0004,221.07,0.01,0.4,0.0,*,1,1,Gaia DR3 1755466486654175872,Gaia DR3 1755466490947446272,.,.
20412-0105,STF2706AB,AB,310.2958,-1.0803,2020.5766,V,11.1037,0.0138,37.09,0.07,2.7,0.0,*,1,1,Gaia DR3 4226267236812803712,Gaia DR3 4226273112328064000,.,.
20396+2143,STF2709,AB,309.8917,21.7211,2021.6852,y,10.0835,0.0016,295.65,0.01,2.1,0.0,*,1,1,Gaia DR3 1818071136850328320,Gaia DR3 1818071136850331136,.,.
20396+3030,STF2711,AB,309.8958,30.5039,2021.7016,V,2.3411,0.0013,223.34,0.03,1.6,0.0,*,1,1,,,$,$
20409+1035,STF2713,AB,310.2292,10.5747,2020.5766,C,5.0592,0.1008,63.93,1.14,3.4,0.0,q,1,1,,Gaia DR3 1754309426760653696,$,.
20410+3218,STF2716AB,AB,310.2583,32.3072,2021.5485,y,2.7262,0.002,44.4,0.04,2.4,0.0,*,1,1,Gaia DR3 1863091877405053184,Gaia DR3 1863091873103001088,.,.
20426+1244,STF2718AB,AB,310.6375,12.7281,2020.6313,y,8.4791,0.0015,87.07,0.01,0.2,0.0,*,1,1,Gaia DR3 1755224014276610432,Gaia DR3 1755224009981286272,.,.
20435+1657,STF2720,AB,310.8625,16.9447,2020.6313,V,3.904,0.0009,177.74,0.01,1.2,0.0,:,1,1,Gaia DR3 1811243612019592064,Gaia DR3 1811243612019592192,.,.
20435+1953,STF2721,AB,310.8708,19.8811,2020.6313,y,2.5889,0.0012,21.46,0.03,2.1,0.0,*,1,1,Gaia DR3 1814275553990079232,Gaia DR3 1814275553990079360,.,.
20449+1219,STF2723AB,AB,311.225,12.3125,2020.6313,y,0.9988,0.0003,141.19,0.02,1.6,0.0,q,1,1,Gaia DR3 1754983736625945216,Gaia DR3 1754983736623672320,.,.
20445+2356,STF2724,AB,311.1167,23.9333,2021.6852,y,2.5141,0.0005,330.15,0.01,0.1,0.0,*,1,1,Gaia DR3 1843141891743498624,,.,$
20482+2624,STF2728AB,AB,312.0583,26.3947,2021.7017,V,10.7249,0.0043,24.57,0.02,3.2,0.0,*,1,1,Gaia DR3 1844108564328457216,Gaia DR3 1844114444143163008,.,.
20514-0538,STF2729AB,AB,312.8542,-5.6236,2020.5766,y,0.7367,0.0071,33.68,0.11,1.4,0.0432,q,3,1,Gaia DR3 6913299240769679488,,.,$
20514-0538,STF2729AB,AB,312.8542,-5.6236,2020.6818,y,0.7378,0.0024,33.83,0.05,1.2,0.05,q,6,2,Gaia DR3 6913299240769679488,,.,$
20514-0538,STF2729AB,AB,312.8542,-5.6264,2021.7017,y,0.7302,0.0141,34.34,0.23,1.2,0.0066,q,3,1,Gaia DR3 6913299240769679488,,.,$
20490+3947,STF2731AB,AB,312.25,39.7914,2021.6934,y,4.0952,0.002,86.25,0.03,2.4,0.0,*,1,1,Gaia DR3 2065019558668586624,Gaia DR3 2065019558669492352,.,.
20487+5155,STF2732,AB,312.175,51.9103,2021.5485,y,4.2438,0.0025,72.07,0.03,3.1,0.0,*,1,1,Gaia DR3 2182038622709013120,Gaia DR3 2182038618408205824,.,.
20557+0432,STF2735,AB,313.9167,4.5325,2020.5767,y,2.0468,0.0009,280.63,0.03,2.4,0.0,*,1,1,Gaia DR3 1734660294978276224,Gaia DR3 1734660294977495040,.,.
20591+0418,"STF2737AB,C","AB,C",314.7667,4.2936,2020.5767,y,10.5673,0.006,66.63,0.03,2.5,0.0,*,1,1,,Gaia DR3 1731592451377571712,$,.
20598+2004,STF2739,AB,314.95,20.0692,2020.6313,V,3.3065,0.0004,252.55,0.01,0.6,0.0,*,1,1,Gaia DR3 1837550183626334848,Gaia DR3 1837550187923601664,.,.
20585+5028,STF2741AB,AB,314.625,50.4617,2021.5485,y,1.9567,0.0003,24.4,0.01,0.9,0.0,*,1,1,Gaia DR3 2168990198522326528,Gaia DR3 2168990202817488128,.,.
21022+0711,STF2742,AB,315.55,7.1797,2020.5767,y,2.8919,0.0008,213.42,0.02,0.3,0.0,*,1,1,Gaia DR3 1737064858187956224,Gaia DR3 1737064853893358336,.,.
21041-0549,STF2745AB,AB,316.0167,-5.8231,2020.6121,y,2.4023,0.0009,197.5,0.02,2.8,0.0,*,1,1,Gaia DR3 6910418142353215104,Gaia DR3 6910418146641915648,.,.
21018+3916,STF2746,AB,315.4583,39.2606,2021.5485,y,1.2216,0.0007,323.49,0.03,1.1,0.0,,1,1,Gaia DR3 1872972776082451456,Gaia DR3 1872972771793109376,.,.
21047+0332,"STF2749A,BC","A,BC",316.1875,3.5325,2021.8545,y,2.9848,0.0162,181.92,0.28,2.9,0.0109,,3,1,Gaia DR3 1731257443928035200,Gaia DR3 1731257443928035072,.,!
21047+0332,STF2749AC,AC,316.1875,3.5339,2020.6888,y,3.4918,0.0,174.55,0.0,3.2,0.0,:,1,1,Gaia DR3 1731257443928035200,Gaia DR3 1731257439633620992,.,.
21047+0332,STF2749AC,AC,316.1875,3.5325,2021.8355,y,3.5069,0.0263,173.98,0.23,3.3,0.4225,,3,1,Gaia DR3 1731257443928035200,Gaia DR3 1731257439633620992,.,.
21072-1355,STF2752AB,AB,316.7917,-13.9228,2021.845,y,3.472,0.0045,187.38,0.17,4.0,0.0,*,6,2,Gaia DR3 6885342959337741184,Gaia DR3 6885342955043185664,.,.
21069+3845,STF2758AB,AB,316.7208,38.7492,2020.6885,y,32.0344,0.0009,153.14,0.0,1.3,0.0,*,1,1,Gaia DR3 1872046609345556480,Gaia DR3 1872046574983497216,.,.
21086+3012,STF2762AC,AC,317.1583,30.2056,2021.7452,y,58.9999,0.02,229.36,0.02,5.9,0.0,*,1,1,Gaia DR3 1852355455594429440,Gaia DR3 1852355416936251008,.,.
21105+1958,STF2767,AB,317.625,19.9597,2020.6887,y,2.4285,0.0004,28.04,0.01,0.3,0.0,*,1,1,Gaia DR3 1789697139780013312,Gaia DR3 1789697139780013440,.,.
21116-0307,STF2770,AB,317.9,-3.12,2021.6855,y,7.6434,0.0189,245.54,0.14,5.0,0.0,*,1,1,Gaia DR3 6912914931391257472,Gaia DR3 6912914931391256960,.,.
21176+3945,STF2785,AB,319.4,39.7461,2021.7017,y,2.9104,0.0012,233.89,0.02,2.3,0.0,*,1,1,,,$,$
21197+0931,STF2786,AB,319.9125,21.3275,2020.6888,y,2.7806,0.0059,188.89,0.1,0.8,0.0351,*,2,1,Gaia DR3 1743630999899784320,Gaia DR3 1743630999893490816,.,.
21267+1341,STF2797,AB,321.6708,13.6881,2021.6853,y,3.4828,0.0011,217.47,0.02,2.0,0.0,*,1,1,Gaia DR3 1771113056807823104,Gaia DR3 1771113052513146624,.,.
21289+1105,STF2799AB,AB,322.2167,11.0847,2020.6887,y,1.8459,0.0032,256.93,0.17,0.9,0.1433,,2,1,Gaia DR3 1745718697602229504,Gaia DR3 1745718701891594112,.,.
21348+5941,STF2812,AB,323.7042,59.6808,2020.6805,y,2.3974,0.0005,133.6,0.01,0.8,0.0,:,1,1,,,$,$
21441+2845,STF2822AB,AB,326.0333,28.7425,2020.6887,y,1.5332,0.0003,322.84,0.01,1.6,0.0,*,1,1,Gaia DR3 1801210568415251072,,.,$
21439+6336,"STF2827A,BC","A,BC",325.975,63.6078,2020.6805,y,5.9197,0.0006,198.43,0.01,1.4,0.0,*,1,1,Gaia DR3 2216703338110965632,,.,$
21439+6336,"STF2827A,BC","A,BC",325.9708,63.6064,2021.7973,y,5.8963,0.0022,198.35,0.02,0.9,0.0,*,1,1,Gaia DR3 2216703338110965632,,.,$
21495+0324,STF2828BC,BC,327.3833,3.3889,2020.9428,V,3.534,0.0004,38.93,0.01,0.1,0.0,*,1,1,Gaia DR3 2695019857149879552,Gaia DR3 2695019650991455616,.,.
21517+1918,STF2834AB,AB,327.9167,19.3069,2021.7018,V,4.235,0.0477,297.91,0.65,6.0,0.0,*,1,1,Gaia DR3 1780263776689404032,,.,$
21517+1918,STF2834AB,AB,327.9167,19.3069,2021.8847,y,4.2598,0.0033,297.99,0.04,3.9,0.0,*,1,1,Gaia DR3 1780263776689404032,,.,$
21491+6648,STF2836AB,AB,327.2833,66.7919,2021.7155,y,11.6807,0.01,154.98,0.05,4.5,0.0,*,1,1,Gaia DR3 2219558220048347264,Gaia DR3 2219558220048348672,.,.
21516+6545,STF2843AB,AB,327.9042,65.7525,2021.7154,y,1.2782,0.0003,150.91,0.01,0.3,0.0,*,1,1,Gaia DR3 2219246577223087232,Gaia DR3 2219246577217758336,.,.
21523+6306,STF2845AB,AB,328.0833,63.1011,2021.7154,y,1.9623,0.0004,173.12,0.01,0.2,0.0,*,1,1,Gaia DR3 2216498416633299072,Gaia DR3 2216498416622536192,.,.
21580+0556,STF2848,AB,329.5042,5.9403,2020.6833,y,10.8963,0.0174,56.06,0.06,0.6,0.0371,*,2,1,Gaia DR3 2697317737667726976,Gaia DR3 2697317737667726720,.,.
21580+0556,STF2848,AB,329.5042,5.9403,2020.9428,y,10.9474,0.0004,55.93,0.0,0.9,0.0,*,1,1,Gaia DR3 2697317737667726976,Gaia DR3 2697317737667726720,.,.
22044+1339,STF2854,AB,331.0917,13.6481,2021.0413,V,1.5429,0.0075,83.62,0.28,1.1,0.0,:,1,1,Gaia DR3 2729036273017993600,Gaia DR3 2729036277307262848,.,.
22044+1339,STF2854,AB,331.0917,13.6481,2021.7018,y,1.5146,0.0002,83.62,0.01,0.1,0.0,*,1,1,Gaia DR3 2729036273017993600,Gaia DR3 2729036277307262848,.,.
22071+0034,STF2862,AB,331.775,0.5703,2020.9455,V,2.5173,0.0003,95.44,0.01,0.5,0.0,*,1,1,Gaia DR3 2681975358571981312,Gaia DR3 2681975354277414656,.,.
22038+6438,STF2863AB,AB,330.9458,64.6278,2021.7154,y,7.9612,0.1571,274.93,0.61,2.8,0.0456,*,2,1,Gaia DR3 2218144110660778368,Gaia DR3 2218144866573662848,.,.
22100+0757,STF2867AB,AB,332.5083,7.9536,2020.9428,V,10.5552,0.0009,208.15,0.01,1.7,0.0,q,1,1,Gaia DR3 2722009951328753280,,.,$
22100+0757,STF2867AB,AB,332.5083,7.9536,2020.6833,y,10.5525,0.0031,208.18,0.02,1.6,0.0,:,1,1,Gaia DR3 2722009951328753280,,.,$
22086+5917,"STF2872A,BC","A,BC",332.1417,59.2936,2021.7154,y,21.2976,0.0008,316.0,0.0,0.4,0.0,*,1,1,Gaia DR3 2199888678590092416,Gaia DR3 2199888674293363200,.,.
22086+5917,STF2872BC,BC,332.1417,59.2936,2021.7604,y,0.827,0.0048,295.82,0.19,0.4,0.05,,4,2,Gaia DR3 2199888674293363200,,.,$
22086+5917,STF2872BC,BC,332.1417,59.2936,2021.8218,y,0.8393,0.0062,295.67,0.16,0.7,0.1053,:,3,1,Gaia DR3 2199888674293363200,,.,$
22145+0759,STF2878AB,AB,333.6208,7.9761,2020.6833,y,1.4962,0.0004,114.82,0.02,1.7,0.0,q,1,1,Gaia DR3 2721227820604467456,Gaia DR3 2721227816309711232,.,.
22145+0759,STF2878AB,AB,333.6208,7.9761,2020.9428,y,1.508,0.0002,115.15,0.01,1.1,0.0,*,1,1,Gaia DR3 2721227820604467456,Gaia DR3 2721227816309711232,.,.
22110+6324,STF2879AB,AB,332.7458,63.3994,2021.7154,y,0.7674,0.0003,233.24,0.03,0.6,0.0,q,1,1,Gaia DR3 2205868578733415936,Gaia DR3 2205868578724423168,.,.
22146+2934,STF2881,AB,333.6417,29.5722,2021.6935,y,1.3111,0.0003,75.49,0.01,0.9,0.0,q,1,1,Gaia DR3 1894958610587711232,Gaia DR3 1894958606297227392,.,.
22143+3745,STF2882,AB,333.5625,37.7458,2021.6935,V,3.4459,0.0016,147.98,0.03,0.1,0.0,*,1,1,Gaia DR3 1955165702663608576,Gaia DR3 1955165702660466816,.,.
22122+6344,STF2884,AB,333.0542,63.7386,2021.7154,y,2.1006,0.0012,143.08,0.03,2.0,0.0,*,1,1,Gaia DR3 2206069858077091584,Gaia DR3 2206069858077091456,.,.
22218+6642,STF2903,AB,335.4375,66.7061,2021.7154,y,4.1252,0.0004,96.97,0.01,0.9,0.0,*,1,1,Gaia DR3 2218829827953841792,Gaia DR3 2218829827953842304,.,.
22272+1509,STF2905,AB,336.8,15.1533,2021.7018,V,3.2982,0.001,285.15,0.02,0.1,0.0,*,1,1,,Gaia DR3 2736218699575860736,$,.
22268+3727,STF2906,AB,336.6875,37.4436,2021.8848,y,4.282,0.0066,0.9700000000000272,0.09,4.2,0.0,*,1,1,Gaia DR3 1907679753963908608,Gaia DR3 1907679753963908352,.,.
22282+1716,STF2908,AB,337.0458,17.2631,2021.7018,V,9.0582,0.0017,113.65,0.01,2.3,0.0,*,1,1,Gaia DR3 2737321234861552768,Gaia DR3 2737321230566263040,.,.
22288-0001,STF2909AB,AB,337.2042,-0.02,2020.8581,V,2.3749,0.0002,158.33,0.01,0.2,0.0,*,1,1,Gaia DR3 2678143182592080768,Gaia DR3 2678143182591522048,.,.
22288-0001,STF2909AB,AB,337.2042,-0.02,2020.9018,y,2.3696,0.0059,158.28,0.08,0.2,0.05,*,2,2,Gaia DR3 2678143182592080768,Gaia DR3 2678143182591522048,.,.
22332+7022,STF2923AB,AB,338.3167,70.3736,2021.7155,y,9.6656,0.0051,47.15,0.03,3.7,0.0,*,1,1,Gaia DR3 2226438001742653184,Gaia DR3 2226437997445468288,.,.
22396-1237,STF2928AB,AB,339.8917,-12.615,2020.8582,V,3.016,0.0011,278.25,0.02,0.1,0.0,*,1,1,Gaia DR3 2598528194164298112,Gaia DR3 2598528198459891840,.,.
22396-1237,STF2928AB,AB,339.8917,-12.615,2021.8675,y,3.0219,0.0077,278.67,0.17,0.6,0.1633,*,9,3,Gaia DR3 2598528194164298112,Gaia DR3 2598528198459891840,.,.
22431-0819,STF2935AB,AB,340.7625,-8.3114,2020.8582,V,2.3631,0.0007,305.63,0.02,1.4,0.0,*,1,1,Gaia DR3 2609500980907689344,Gaia DR3 2609500980907689728,.,.
22430+0113,STF2936,AB,340.7417,1.2172,2020.9429,V,4.4199,0.0025,49.86,0.03,3.1,0.0,*,1,1,Gaia DR3 2654535053036023424,,.,$
22451-0240,"STF2938A,BC","A,BC",341.2667,-2.6564,2021.8356,y,19.9478,0.0017,342.15,0.0,0.6,0.0,:,1,1,Gaia DR3 2649536673176088704,Gaia DR3 2649536913693752960,.,.
22413+7244,STF2940,AB,340.3208,72.7272,2021.7155,y,2.6707,0.0011,138.09,0.02,1.1,0.0,*,1,1,Gaia DR3 2230242655571565696,Gaia DR3 2230242655570764800,.,.
22441+3928,STF2942AB,AB,341.0208,39.4653,2021.8218,y,2.842,0.0035,277.71,0.07,4.2,0.0,*,1,1,Gaia DR3 1932184981928941696,Gaia DR3 1932184981928941568,.,.
22478-0414,STF2944AB,AB,341.9583,-4.2286,2020.8582,V,1.7825,0.0003,307.88,0.01,1.1,0.0,q,1,1,Gaia DR3 2624387200116495872,Gaia DR3 2624387200116746624,.,.
22478-0414,STF2944AB,AB,341.9583,-4.2286,2020.8582,y,1.7736,0.0002,307.74,0.01,0.4,0.0,*,1,1,Gaia DR3 2624387200116495872,Gaia DR3 2624387200116746624,.,.
22478-0414,STF2944BC,BC,341.9583,-4.2289,2021.86,y,62.4796,0.0019,83.95,0.0,2.2,0.0,*,1,1,Gaia DR3 2624387200116746624,Gaia DR3 2624387028317801984,.,.
22490+6834,STF2947AB,AB,342.25,68.57,2021.8011,y,4.7223,0.0051,54.91,0.01,0.1,0.0,*,9,3,Gaia DR3 2225421709401544576,Gaia DR3 2225421705102219648,.,.
22490+6834,STF2947AB,AB,342.25,68.57,2021.9503,y,4.735,0.0131,54.78,0.12,0.2,0.023,*,3,1,Gaia DR3 2225421709401544576,Gaia DR3 2225421705102219648,.,.
22514+6142,STF2950AB,AB,342.8417,61.6964,2021.7155,y,1.0642,0.0003,271.99,0.02,1.4,0.0,*,1,1,Gaia DR3 2206895488230107776,Gaia DR3 2206895483941922304,.,.
22527+6055,STF2953,AB,343.1875,60.9161,2021.7155,y,8.4638,0.0039,137.24,0.03,3.1,0.0,*,1,1,Gaia DR3 2014647632459342848,Gaia DR3 2014647628162316928,.,.
22571-0315,STF2959AB,AB,344.275,-3.245,2020.8582,V,9.7448,0.0057,128.52,0.03,4.2,0.0,*,1,1,Gaia DR3 2648703380801383680,Gaia DR3 2648703376506378880,.,.
22590-0813,STF2962,AB,344.7458,-8.2131,2021.86,y,20.3676,0.0131,200.49,0.04,3.2,0.0,*,1,1,Gaia DR3 2607405483543980416,Gaia DR3 2607405449184241920,.,.
23028+4404,STF2973,AB,345.6875,44.0586,2020.8841,y,7.5913,0.0115,40.11,0.09,5.5,0.0,*,1,1,Gaia DR3 1934938537001944960,Gaia DR3 1934938537001944832,.,.
23074+7040,STF2984AB,AB,346.8417,70.6608,2021.7155,y,4.3326,0.0147,294.19,0.19,4.7,0.0,*,1,1,Gaia DR3 2227384165858348672,Gaia DR3 2227384165858348288,.,.
23120-1156,STF2988,AB,347.9958,-11.9333,2020.8582,V,3.5018,0.0006,277.27,0.01,0.1,0.0,*,1,1,Gaia DR3 2413051302797084416,Gaia DR3 2413051307092494592,.,.
23134+1104,STF2991AB,AB,348.3583,11.065,2021.8604,y,32.6296,0.0005,358.36,0.0,7.3,0.0,,1,1,Gaia DR3 2810597431380568448,Gaia DR3 2810597809337689856,.,.
23166-0135,STF2995,AB,349.1458,-1.5864,2020.8582,V,5.4075,0.0008,31.64,0.01,0.4,0.0,*,1,1,Gaia DR3 2638615189818036736,Gaia DR3 2638615189818036608,.,.
23191-1328,STF2998AB,AB,349.775,-13.4583,2021.9123,V,12.2544,0.1206,353.22,0.14,4.5,0.1055,*,3,1,Gaia DR3 2411855072801158656,Gaia DR3 2411855072801159040,.,.
23191-1328,STF2998AB,AB,349.775,-13.4583,2021.8699,y,12.1863,0.0066,352.7,0.08,3.1,0.2,*,6,2,Gaia DR3 2411855072801158656,Gaia DR3 2411855072801159040,.,.
23228+2034,STF3007AB,AB,350.7042,20.5589,2020.9483,V,5.8647,0.0112,91.98,0.27,4.6,0.8084,*,3,1,Gaia DR3 2825753374536867584,Gaia DR3 2825753374534824320,.,.
23228+2034,STF3007AB,AB,350.7042,20.5589,2021.6937,y,5.8574,0.0076,92.01,0.24,4.9,0.4082,*,9,3,Gaia DR3 2825753374536867584,Gaia DR3 2825753374534824320,.,.
23235+4548,STF3010AB,AB,350.8667,45.7931,2021.7756,y,25.915,0.0038,131.55,0.26,2.0,0.05,,6,2,Gaia DR3 1938330530370223872,Gaia DR3 1938330530373818368,.,.
23235+4548,STF3010AB,AB,350.8667,45.7931,2021.9176,y,25.8023,0.01,131.54,0.03,1.4,0.05,,6,2,Gaia DR3 1938330530370223872,Gaia DR3 1938330530373818368,.,.
23235+4548,STF3010BC,BC,350.8667,45.7931,2021.7756,y,9.4378,0.0404,138.01,0.72,4.3,0.8,,6,2,Gaia DR3 1938330530373818368,Gaia DR3 1938330457357401600,.,.
23235+4548,STF3010BC,BC,350.8667,45.7931,2021.9176,y,9.282,0.0013,138.53,0.11,3.8,0.25,,6,2,Gaia DR3 1938330530373818368,Gaia DR3 1938330457357401600,.,.
23311+1847,STF3020,AB,352.7708,18.7789,2020.9483,V,2.2516,0.0017,98.04,0.04,2.0,0.0,*,1,1,,,$,$
23407-0023,STF3030,AB,355.175,-0.3831,2020.8583,V,2.4306,0.0006,221.77,0.01,0.6,0.0,*,1,1,Gaia DR3 2642772855599407104,Gaia DR3 2642772855599407232,.,.
23452+0814,STF3035AB,AB,356.3042,8.2306,2021.8766,y,28.0668,0.0188,310.82,0.04,3.6,0.0,q,1,1,Gaia DR3 2758762604955579008,Gaia DR3 2758809540359442176,.,.
23469+2825,STF3039AB,AB,356.7167,28.4197,2021.8766,y,37.2995,0.0128,28.36,0.02,4.3,0.0,*,1,1,Gaia DR3 2866862568110717312,Gaia DR3 2866862602470454912,.,.
23479+1703,STF3041BC,BC,356.9625,17.0717,2020.9483,V,3.4898,0.0014,176.57,0.02,0.1,0.0,*,1,1,,Gaia DR3 2820009246619088768,$,.
23519+3753,STF3042,AB,357.9667,37.8911,2021.6936,y,5.7686,0.0007,86.28,0.01,0.2,0.0,*,1,1,Gaia DR3 2881270705919758848,Gaia DR3 2881270705919758976,.,.
23564-0930,STF3046AB,AB,359.0875,-9.4992,2020.8583,V,3.9453,0.0014,269.22,0.02,0.5,0.0,*,1,1,Gaia DR3 2434986598428039296,Gaia DR3 2434986594130913664,.,.
23581+2420,STF3048AB,AB,359.5125,24.3408,2021.6855,y,8.5171,0.0021,312.97,0.01,2.4,0.0,*,1,1,Gaia DR3 2851498198782159744,Gaia DR3 2851498198782159616,.,.
23590+5545,STF3049AB,AB,359.75,55.7547,2021.6938,y,3.1445,0.0016,326.44,0.03,3.0,0.0,*,1,1,Gaia DR3 1993966437221117568,Gaia DR3 1993966432915818112,.,.
00028+8017,STF3051,AB,0.6917,80.2822,2021.7976,y,16.6861,0.0055,23.77,0.02,2.6,0.0,*,1,1,Gaia DR3 565057240473317888,Gaia DR3 565057274833937664,.,.
00029+7122,STF3052,AB,0.7292,71.3583,2021.7975,y,34.663,0.0012,8.9,0.0,1.1,0.0,*,1,1,Gaia DR3 531276051382971648,Gaia DR3 531276085741399936,.,.
00047+3416,STF3056AB,AB,1.1667,34.265,2020.8842,y,0.7525,0.0002,142.01,0.01,0.6,0.0,q,1,1,,,$,$
00059+1805,STF3060AB,AB,1.4792,18.0761,2020.8814,V,3.3755,0.0106,135.65,0.18,0.3,0.0,*,1,1,Gaia DR3 2773086595766697856,Gaia DR3 2773086595767001600,.,.
00063+5826,STF3062,AB,1.5625,58.4367,2020.9401,y,1.5361,0.0069,6.4,0.22,0.9,0.0324,*,4,1,Gaia DR3 423075173680043904,Gaia DR3 423075173674854528,.,.
00063+5826,STF3062,AB,1.5625,58.4367,2021.7729,y,1.5232,0.0001,8.28,0.02,0.8,0.05,*,6,2,Gaia DR3 423075173680043904,Gaia DR3 423075173674854528,.,.
00063+5826,STF3062,AB,1.5625,58.4367,2021.9323,y,1.5145,0.0094,8.47,0.41,0.8,0.0,*,9,3,Gaia DR3 423075173680043904,Gaia DR3 423075173674854528,.,.
11114-0921,STF3068,AB,167.85,-9.3575,2021.2529,V,19.4871,0.075,312.22,0.07,2.4,1.592,:,2,1,Gaia DR3 3759082066110510080,Gaia DR3 3759082066110510208,.,.
11114-0921,STF3068,AB,167.85,-9.3575,2021.2636,y,19.3902,0.0084,312.28,0.02,1.0,0.4056,:,2,1,Gaia DR3 3759082066110510080,Gaia DR3 3759082066110510208,.,.
11480-0838,STF3074,AB,177.0,-8.6275,2021.2529,V,10.9162,0.1187,302.16,0.06,2.1,1.2784,:,2,1,Gaia DR3 3588936180766441600,Gaia DR3 3588936180766441728,.,.
11480-0838,STF3074,AB,177.0,-8.6275,2021.3102,y,10.9445,0.003,302.22,0.02,1.2,0.0,:,1,1,Gaia DR3 3588936180766441600,Gaia DR3 3588936180766441728,.,.
11524+0733,STF3075,AB,178.1,7.5497,2021.2527,y,18.7254,0.0031,181.55,0.01,0.9,0.0,:,1,1,Gaia DR3 3899394421423049088,Gaia DR3 3899394661941218048,.,.
12093+1118,STF3078,AB,182.3167,11.2917,2021.3621,y,9.6665,0.0218,305.52,0.13,3.1,0.0,*,1,1,Gaia DR3 3906808325250047360,Gaia DR3 3906820076280569344,.,.
12116-1341,STF3080,AB,182.8875,-13.6911,2022.3206,V,4.5912,0.0354,200.85,0.44,3.1,0.0,:,1,1,Gaia DR3 3570901028973808000,Gaia DR3 3570901028973807872,.,.
14363+1924,STF3087AB,AB,219.0625,19.4061,2022.3562,V,2.3673,0.0016,222.02,0.04,0.5,0.0,:,1,1,Gaia DR3 1239236328485969024,Gaia DR3 1239236332778271104,.,.
14363+1924,STF3087AB,AB,219.0625,19.4061,2021.4279,y,2.4039,0.0031,221.72,0.07,0.5,0.0,:,1,1,Gaia DR3 1239236328485969024,Gaia DR3 1239236332778271104,.,.
14363+1924,STF3087AB,AB,219.0625,19.4061,2022.3562,y,2.3589,0.0019,221.85,0.05,0.1,0.0,*,1,1,Gaia DR3 1239236328485969024,Gaia DR3 1239236332778271104,.,.
15160-0454,STF3091AB,AB,229.0042,-4.8978,2022.4956,V,0.3238,0.0412,229.3,0.15,0.8,0.0245,q,2,1,Gaia DR3 6335201629185742720,,.,$
15160-0454,STF3091AB,AB,229.0042,-4.8978,2021.3623,y,0.3453,0.0008,231.67,0.13,0.6,0.0,q,1,1,Gaia DR3 6335201629185742720,,.,$
15160-0454,STF3091AB,AB,229.0042,-4.8978,2022.482,y,0.3317,0.0065,225.73,1.37,0.6,0.0597,q,3,1,Gaia DR3 6335201629185742720,,.,$
16305-1433,STF3104AB,AB,247.6333,-14.5458,2020.5681,V,9.4626,0.0084,228.48,0.05,1.6,0.0,:,1,1,Gaia DR3 4327204294029846272,Gaia DR3 4327204294029846016,.,.
16318-0701,STF3105,AB,247.9458,-7.0231,2022.4889,y,0.5695,0.0001,179.78,0.41,0.6,0.05,q,6,2,Gaia DR3 4351421518665318400,Gaia DR3 4351421518667696768,.,.
05491+6248,STF3115,AB,87.2667,62.8081,2021.0335,y,0.8107,0.0004,331.74,0.03,1.2,0.0,,1,1,Gaia DR3 286605370983403904,,.,$
08561+4341,STF3120AB,AB,134.0292,43.6775,2021.2168,y,1.3501,0.0003,1.82,0.01,0.5,0.0,*,1,1,Gaia DR3 1009212109337499904,Gaia DR3 1009212109336243200,.,.
09179+2834,STF3121AB,AB,139.4708,28.5603,2021.203,y,0.4201,0.0066,222.89,0.61,0.6,0.3571,:,25,8,Gaia DR3 695614900422221440,,.,$
09179+2834,STF3121AB,AB,139.4708,28.5603,2021.2553,y,0.4203,0.0035,222.56,0.39,0.4,0.05,:,6,2,Gaia DR3 695614900422221440,,.,$
09179+2834,STF3121AB,AB,139.4708,28.5603,2022.1999,y,0.3532,0.0056,232.01,1.03,0.4,0.026,:,3,1,Gaia DR3 695614900422221440,,.,$
09179+2834,STF3121AB,AB,139.4708,28.5603,2022.3366,y,0.3373,0.0094,233.77,2.25,0.7,0.1414,:,7,3,Gaia DR3 695614900422221440,,.,$
20576+6121,STF3133,AB,314.4125,61.36,2021.6934,y,3.245,0.0009,100.39,0.02,1.2,0.0,*,1,1,Gaia DR3 2195603744329403136,Gaia DR3 2195603744329403264,.,.
01144-0755,STFA  3AB,AB,18.6,-7.9228,2021.9532,y,49.4167,0.012,331.04,0.01,5.4,0.0,*,1,1,Gaia DR3 2475331528340199936,Gaia DR3 2475331597059676288,.,.
